YEAR_END,TEAM,GP,W,L,MIN,PTS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,Restricted_Area_FGM,Restricted_Area_FGA,Paint_FGM,Paint_FGA,Midrange_FGM,Midrange_FGA,Left_corner_FGM,Left_corner_FGA,Right_corner_FGM,Right_corner_FGA,Corner_FGM,Corner_FGA,Above_break_FGM,Above_break_FGA
2004,Milwaukee Bucks,82,41,41,3956,8039,2970,6650,401,1145,1698,2192,960,2502,3462,1872,1110,554,383,406,1668,3,87,1285,2242,396,952,888,2313,56,160,47,153,103,313,298,821
2004,Minnesota Timberwolves,82,58,24,3951,7753,3033,6571,326,897,1361,1743,875,2645,3520,1890,1043,561,462,296,1731,6,450,864,1416,467,1029,1378,3231,55,151,40,86,95,237,229,645
2004,New Jersey Nets,82,47,35,3941,7401,2813,6372,377,1123,1398,1856,862,2473,3335,2009,1209,709,322,374,1722,5,205,1308,2167,280,771,847,2312,36,80,56,141,92,221,284,885
2004,New Orleans Hornets,82,41,41,3966,7529,2772,6605,531,1666,1454,1937,1091,2418,3509,1716,1228,708,346,429,1715,7,-11,1119,1992,294,797,828,2151,67,202,66,199,133,401,397,1252
2004,New York Knicks,82,39,43,3976,7542,2881,6513,406,1115,1374,1732,950,2543,3493,1695,1289,608,391,383,1897,3,-121,992,1750,421,1000,1062,2648,58,147,61,161,119,308,287,795
2004,Orlando Magic,82,21,61,3966,7711,2904,6768,429,1248,1474,2000,1003,2350,3353,1584,1123,547,308,450,1744,4,-576,995,1823,378,953,1103,2746,56,131,36,113,92,244,336,999
2004,Philadelphia 76ers,82,33,49,3971,7215,2682,6260,339,992,1512,2009,941,2408,3349,1640,1307,654,358,463,1701,1,-204,1153,2075,316,888,874,2305,70,188,52,139,122,327,217,658
2004,Phoenix Suns,82,29,53,3946,7723,2958,6671,415,1202,1392,1865,924,2406,3330,1586,1249,734,383,431,1862,3,-307,1302,2236,438,1039,803,2195,77,197,95,216,172,413,243,774
2004,Portland Trail Blazers,82,41,41,3996,7440,2898,6467,381,1102,1263,1728,1040,2376,3416,1768,1213,613,443,390,1554,4,-104,1214,2060,419,1034,885,2274,33,97,45,118,78,215,302,874
2004,Sacramento Kings,82,55,27,3956,8433,3103,6711,601,1498,1626,2044,888,2492,3380,2152,1137,710,325,413,1586,4,411,1219,1955,288,810,995,2450,107,261,93,214,200,475,401,1008
2004,San Antonio Spurs,82,57,25,3951,7501,2842,6434,408,1140,1409,2069,1029,2669,3698,1676,1203,661,537,380,1667,2,592,1230,2026,387,1070,817,2200,103,258,64,169,167,427,241,699
2004,Seattle SuperSonics,82,37,45,3961,7964,2939,6590,723,1936,1363,1782,907,2318,3225,1782,1188,661,387,387,1784,5,-52,1120,1803,362,894,735,1960,107,274,109,264,216,538,506,1376
2004,Toronto Raptors,82,33,49,3996,7006,2654,6348,461,1294,1237,1650,830,2419,3249,1574,1165,604,402,333,1748,2,-247,940,1646,303,742,950,2666,128,283,113,309,241,592,220,694
2004,Utah Jazz,82,42,40,3956,7271,2690,6172,252,786,1639,2196,1103,2272,3375,1671,1365,581,494,530,2096,5,-100,1248,2283,223,604,968,2508,33,97,34,87,67,184,184,585
2004,Washington Wizards,82,25,57,3966,7531,2759,6557,434,1270,1579,2211,1115,2392,3507,1537,1439,733,406,448,1712,3,-459,1255,2124,327,1047,743,2117,68,176,37,105,105,281,329,985
2003,Atlanta Hawks,82,35,47,3981,7714,2859,6434,402,1141,1594,2011,937,2558,3495,1679,1367,611,473,409,1783,8,-292,1040,1802,395,1014,1023,2479,64,158,64,164,128,322,273,808
2003,Boston Celtics,82,44,38,3966,7599,2700,6509,719,2155,1480,1994,849,2471,3320,1575,1147,720,303,367,1758,4,-32,1121,1895,292,866,569,1595,89,239,88,273,177,512,540,1624
2003,Chicago Bulls,82,30,52,3985,7786,2991,6714,349,997,1455,2014,985,2541,3526,1782,1388,605,461,413,2028,8,-421,1319,2235,486,1215,838,2268,42,126,55,141,97,267,251,723
2003,Cleveland Cavaliers,82,17,65,3966,7495,2850,6746,293,897,1502,2012,1118,2542,3660,1712,1501,636,521,494,1864,5,-789,1279,2238,336,987,943,2627,41,123,73,185,114,308,178,565
2003,Dallas Mavericks,82,60,22,3956,8444,3161,6982,636,1668,1486,1793,912,2544,3456,1837,948,666,449,322,1730,8,638,1138,1858,420,1013,970,2449,69,193,87,220,156,413,477,1238
2003,Denver Nuggets,82,17,65,3946,6901,2689,6544,229,824,1294,1850,1112,2363,3475,1737,1514,712,422,538,2056,11,-679,1135,2044,405,1140,920,2538,35,130,19,76,54,206,175,608
2003,Detroit Pistons,82,50,32,3981,7492,2700,6277,533,1488,1559,2021,883,2445,3328,1620,1104,556,468,355,1748,13,302,969,1731,327,765,871,2293,53,167,87,220,140,387,392,1091
2003,Golden State Warriors,82,38,44,3951,8400,3061,6941,425,1235,1853,2382,1284,2546,3830,1712,1295,594,506,491,1786,0,-93,1255,2064,490,1314,890,2327,40,108,53,166,93,274,333,951
2003,Houston Rockets,82,43,39,3986,7688,2840,6461,439,1267,1569,2044,1024,2564,3588,1506,1276,594,493,381,1602,5,121,1216,2032,361,921,826,2244,65,173,42,138,107,311,329,933
2003,Indiana Pacers,82,48,34,3981,7940,2911,6608,379,1119,1739,2271,1004,2622,3626,1910,1210,696,443,513,1811,9,286,1225,2026,349,943,958,2521,49,147,31,114,80,261,299,853
2003,Los Angeles Clippers,82,27,55,3951,7693,2835,6490,390,1178,1633,2177,1008,2462,3470,1605,1291,574,461,418,1784,2,-338,1260,2154,497,1231,688,1929,36,102,30,88,66,190,324,967
2003,Los Angeles Lakers,82,50,32,3986,8230,3091,6856,486,1367,1562,2129,1078,2554,3632,1909,1192,639,470,311,1874,6,191,1259,1987,430,1141,919,2364,66,179,52,162,118,341,365,1012
2003,Memphis Grizzlies,82,28,54,3986,7995,3049,6743,467,1279,1430,1936,943,2466,3409,1892,1262,651,500,430,1678,1,-265,1211,1991,485,1186,886,2288,97,236,45,105,142,341,325,924
2003,Miami Heat,82,25,57,3966,7016,2688,6517,348,1100,1292,1689,948,2464,3412,1501,1167,592,324,436,1856,5,-414,948,1705,344,905,1048,2808,58,163,53,147,111,310,237,769
2003,Milwaukee Bucks,82,42,40,3981,8158,3045,6670,585,1526,1483,1911,876,2367,3243,1823,1044,622,344,333,1820,6,19,1101,1863,390,913,969,2369,92,241,61,180,153,421,432,1091
2003,Minnesota Timberwolves,82,51,31,3961,8046,3172,6809,296,804,1406,1826,959,2614,3573,2070,1124,553,433,405,1704,4,170,1088,1754,480,1137,1309,3115,47,124,26,76,73,200,221,596
2003,New Jersey Nets,82,49,33,3951,7820,2906,6585,346,1041,1662,2195,991,2528,3519,1887,1212,717,374,423,1772,5,428,1371,2300,322,868,868,2382,35,91,43,114,78,205,267,819
2003,New Orleans Hornets,82,47,35,3981,7699,2914,6695,404,1075,1467,1910,1097,2475,3572,1807,1212,656,394,427,1769,10,173,1088,1955,392,975,1031,2693,64,143,55,139,119,282,284,784
2003,New York Knicks,82,37,45,3971,7860,2967,6725,606,1582,1320,1620,842,2376,3218,1800,1149,579,255,308,1888,10,-111,824,1503,391,920,1148,2723,78,190,101,243,179,433,425,1134
2003,Orlando Magic,82,42,40,3961,8078,2947,6763,568,1590,1616,2079,958,2392,3350,1676,1177,696,300,411,1888,6,11,1129,2042,211,543,1041,2593,61,192,44,118,105,310,461,1266
2003,Philadelphia 76ers,82,48,34,3971,7941,2975,6640,245,787,1746,2253,1042,2415,3457,1771,1212,844,284,521,1804,8,189,1461,2525,389,997,880,2331,46,135,31,91,77,226,167,555
2003,Phoenix Suns,82,44,38,3961,7834,3005,6776,394,1149,1430,1928,1049,2440,3489,1719,1208,665,404,453,1801,7,93,1298,2276,387,991,928,2365,54,155,113,264,167,419,225,711
2003,Portland Trail Blazers,82,50,32,3970,7803,2987,6491,379,1150,1450,1947,992,2378,3370,1860,1248,725,316,391,1634,5,214,1362,2172,408,977,840,2197,43,119,57,164,100,283,277,840
2003,Sacramento Kings,82,59,23,3966,8342,3242,6990,491,1288,1367,1832,900,2751,3651,2034,1192,736,457,356,1666,0,533,1315,2053,355,915,1084,2737,100,237,107,244,207,481,281,779
2003,San Antonio Spurs,82,60,22,3966,7856,2908,6297,449,1270,1591,2194,939,2556,3495,1636,1295,629,529,422,1672,4,444,1357,2195,425,1027,679,1805,94,274,103,250,197,524,250,736
2003,Seattle SuperSonics,82,40,42,3971,7555,2887,6599,456,1291,1325,1780,963,2385,3348,1775,1085,679,295,409,1712,6,-10,1084,1802,395,1035,953,2472,65,190,55,160,120,350,335,930
2003,Toronto Raptors,82,24,58,3961,7453,2847,6664,409,1193,1350,1879,1023,2355,3378,1583,1181,609,392,406,1761,5,-481,1107,1929,326,849,1005,2693,70,183,59,151,129,334,280,849
2003,Utah Jazz,82,47,35,3956,7762,2894,6189,224,641,1750,2349,1021,2381,3402,2103,1375,707,467,427,1837,7,196,1352,2176,256,713,1063,2666,27,66,24,65,51,131,171,493
2003,Washington Wizards,82,37,45,3966,7502,2816,6394,253,811,1617,2077,917,2395,3312,1612,1095,621,390,358,1644,3,-83,955,1604,300,892,1308,3087,45,132,31,102,76,234,177,575
2002,Atlanta Hawks,82,33,49,3956,7711,2901,6610,423,1194,1486,1942,955,2445,3400,1655,1274,666,349,508,1702,9,-347,1306,2271,328,915,845,2234,47,149,62,170,109,319,313,866
2002,Boston Celtics,82,49,33,3966,7901,2852,6731,699,1946,1498,1960,891,2570,3461,1722,1114,793,292,476,1776,3,181,1198,2143,254,748,703,1896,57,183,84,243,141,426,554,1504
2002,Charlotte Hornets,82,44,38,3951,7700,2893,6580,346,994,1568,2105,1059,2505,3564,1759,1150,653,456,422,1747,15,79,1189,2084,359,908,1001,2596,25,78,41,87,66,165,278,819
2002,Chicago Bulls,82,21,61,3961,7335,2811,6491,300,868,1413,1958,924,2359,3283,1817,1252,633,361,399,1834,13,-700,1100,1982,262,715,1149,2926,29,87,21,80,50,167,248,691
2002,Cleveland Cavaliers,82,29,53,3971,7812,2948,6582,387,1026,1529,1980,968,2483,3451,1891,1196,572,470,459,1752,10,-273,1020,1821,380,943,1162,2790,60,141,48,114,108,255,276,752
2002,Dallas Mavericks,82,57,25,3976,8629,3200,6930,621,1645,1608,1994,918,2568,3486,1811,992,581,392,377,1842,8,349,1212,2007,411,983,958,2300,56,122,61,153,117,275,502,1356
2002,Denver Nuggets,82,27,55,3961,7559,2915,6870,423,1285,1306,1756,1117,2310,3427,1817,1205,613,462,560,1873,9,-477,1228,2133,358,967,907,2485,68,219,70,186,138,405,284,863
2002,Detroit Pistons,82,50,32,3936,7735,2845,6301,567,1509,1478,1954,811,2366,3177,1765,1193,648,565,335,1695,6,175,1126,1857,292,696,861,2239,110,268,91,232,201,500,363,1001
2002,Golden State Warriors,82,21,61,3956,8009,2998,6989,320,994,1693,2344,1334,2493,3827,1706,1378,650,523,516,1884,19,-443,1405,2319,481,1431,792,2244,31,86,38,111,69,197,250,783
2002,Houston Rockets,82,28,54,3996,7572,2837,6629,496,1480,1402,1893,1025,2411,3436,1482,1156,537,445,415,1476,11,-401,1176,2021,247,697,920,2434,77,224,51,144,128,368,365,1093
2002,Indiana Pacers,82,42,40,3981,7938,2935,6580,405,1195,1663,2155,930,2568,3498,1884,1249,658,436,466,1876,14,22,1088,1763,434,1099,1008,2523,84,205,51,155,135,360,270,824
2002,Los Angeles Clippers,82,39,43,3961,7846,2970,6668,408,1147,1498,2026,1083,2474,3557,1714,1214,510,540,439,1624,6,-38,1136,1836,641,1550,786,2136,28,64,28,71,56,135,351,1002
2002,Los Angeles Lakers,82,58,24,3956,8304,3150,6840,510,1439,1494,2138,1022,2607,3629,1882,1040,625,478,354,1823,8,584,1297,1994,489,1170,854,2236,72,172,86,207,158,379,351,1045
2002,Memphis Grizzlies,82,23,59,3956,7372,2851,6535,336,1096,1334,1883,984,2413,3397,1785,1344,646,488,457,1571,8,-610,1220,2014,396,1091,901,2339,52,142,31,105,83,247,251,833
2002,Miami Heat,82,36,46,3986,7150,2801,6382,312,899,1236,1708,902,2544,3446,1664,1217,547,448,353,1846,14,-126,1014,1617,341,879,1133,2986,65,149,56,139,121,288,191,593
2002,Milwaukee Bucks,82,41,41,3981,7996,3041,6577,593,1583,1321,1767,841,2557,3398,1847,1157,596,388,361,1788,9,-18,933,1638,422,919,1094,2440,103,249,72,191,175,440,417,1121
2002,Minnesota Timberwolves,82,50,32,3961,8145,3175,6887,396,1047,1399,1754,1059,2562,3621,1993,1097,524,427,407,1739,7,277,1043,1688,522,1235,1216,2922,44,115,48,114,92,229,302,804
2002,New Jersey Nets,82,52,30,3966,7889,3042,6816,403,1194,1402,1907,1039,2515,3554,1990,1189,716,490,439,1734,9,341,1380,2288,370,933,890,2403,50,129,39,111,89,240,313,934
2002,New York Knicks,82,30,52,3961,7514,2817,6520,474,1344,1406,1786,876,2458,3334,1720,1192,558,288,385,1800,14,-327,925,1681,427,1010,991,2485,58,172,76,201,134,373,339,966
2002,Orlando Magic,82,44,38,3966,8240,3087,6892,620,1660,1446,1917,941,2439,3380,1804,1118,663,383,383,1700,5,129,1281,2136,279,742,909,2360,69,171,64,150,133,321,484,1325
2002,Philadelphia 76ers,82,43,39,3946,7461,2804,6436,214,715,1639,2104,1092,2534,3626,1638,1256,705,363,458,1645,13,131,1198,2042,399,1054,993,2626,47,109,24,69,71,178,143,534
2002,Phoenix Suns,82,36,46,3966,7802,3097,6934,358,1096,1250,1630,1072,2430,3502,1838,1205,668,401,475,1785,9,-56,1371,2351,406,1054,962,2434,35,102,45,149,80,251,278,837
2002,Portland Trail Blazers,82,49,33,3966,7925,3004,6671,466,1318,1451,1901,1085,2444,3529,1926,1172,702,368,410,1613,7,245,1300,2148,270,770,971,2438,48,135,63,150,111,285,352,1018
2002,Sacramento Kings,82,61,21,3951,8578,3267,7003,426,1160,1618,2154,1013,2702,3715,1959,1128,741,375,387,1560,9,624,1423,2307,353,897,1066,2640,58,161,94,222,152,383,273,768
2002,San Antonio Spurs,82,58,24,3971,7932,2913,6363,438,1211,1668,2249,907,2566,3473,1643,1180,625,537,428,1575,8,509,1345,2140,348,910,781,2106,95,216,105,241,200,457,238,741
2002,Seattle SuperSonics,82,45,37,3966,8014,3131,6681,489,1292,1263,1672,968,2333,3301,1926,1124,698,364,400,1732,6,248,1239,1998,479,1216,924,2176,65,196,65,153,130,349,359,934
2002,Toronto Raptors,82,42,40,3951,7494,2919,6727,387,1109,1269,1717,1114,2336,3450,1779,1174,688,458,393,1771,9,-36,1127,1975,324,821,1081,2825,50,120,51,121,101,241,286,847
2002,Utah Jazz,82,44,38,3966,7871,2869,6374,280,842,1853,2430,1109,2349,3458,1999,1353,749,523,548,1971,8,73,1434,2508,218,677,940,2353,25,71,37,112,62,183,215,646
2002,Washington Wizards,82,37,45,3946,7609,2938,6664,305,786,1428,1866,1055,2393,3448,1715,1068,570,354,414,1763,7,-115,950,1599,389,1112,1293,3167,30,68,36,78,66,146,240,636
2001,Atlanta Hawks,82,25,57,3946,7459,2876,6668,333,933,1374,1811,1028,2490,3518,1559,1368,634,387,513,1863,7,-427,1078,1819,408,1238,1057,2675,27,85,56,140,83,225,249,701
2001,Boston Celtics,82,36,46,3966,7759,2773,6485,592,1633,1621,2190,897,2367,3264,1708,1285,769,336,440,1952,3,-175,1163,2158,298,829,721,1865,73,186,99,252,172,438,419,1183
2001,Charlotte Hornets,82,46,36,3976,7539,2800,6501,340,984,1599,2146,1033,2608,3641,1900,1183,665,455,375,1753,5,172,1070,1824,325,852,1065,2842,41,98,33,86,74,184,265,790
2001,Chicago Bulls,82,15,67,3971,7181,2721,6411,329,950,1410,1909,926,2260,3186,1810,1292,675,379,426,1902,3,-746,1024,1825,381,1015,988,2623,24,66,24,65,48,131,280,812
2001,Cleveland Cavaliers,82,30,52,3966,7561,2890,6532,220,659,1561,2040,1015,2440,3455,1708,1350,642,436,542,1904,8,-348,1203,2077,432,1178,1036,2619,50,137,33,96,83,233,135,403
2001,Dallas Mavericks,82,53,29,3961,8239,3085,6716,517,1357,1552,1954,831,2571,3402,1740,1141,618,492,379,1907,9,351,1152,1818,456,1185,960,2356,41,105,79,224,120,329,397,1014
2001,Denver Nuggets,82,40,42,3956,7918,2979,6877,512,1444,1448,1964,1044,2583,3627,1970,1136,552,538,497,1820,3,-202,1279,2099,319,899,869,2435,82,217,87,225,169,442,343,997
2001,Detroit Pistons,82,32,50,3971,7837,2919,6880,389,1112,1610,2233,1108,2626,3734,1629,1304,613,447,397,1955,7,-139,1182,2112,249,739,1098,2916,73,182,47,137,120,319,269,788
2001,Golden State Warriors,82,17,65,3956,7584,2937,7175,282,964,1428,2024,1345,2385,3730,1788,1301,742,410,493,1727,6,-742,1197,1976,440,1378,1018,2859,37,118,27,81,64,199,217,755
2001,Houston Rockets,82,45,37,3966,7972,2943,6494,504,1412,1582,2086,919,2524,3443,1613,1204,587,358,400,1657,3,188,1287,2074,344,894,808,2116,85,212,56,152,141,364,361,1031
2001,Indiana Pacers,82,41,41,3996,7591,2828,6431,396,1159,1539,2009,921,2595,3516,1763,1244,563,487,387,1926,8,-16,996,1682,370,1046,1067,2544,80,234,70,165,150,399,245,753
2001,Los Angeles Clippers,82,31,51,4006,7581,2896,6467,360,1063,1429,2061,962,2559,3521,1585,1293,490,513,412,1775,2,-237,1166,1867,587,1416,783,2122,35,83,27,86,62,169,298,888
2001,Los Angeles Lakers,82,56,26,3981,8251,3109,6685,439,1275,1594,2333,1085,2583,3668,1888,1184,564,490,324,1872,7,277,1320,2002,498,1259,853,2150,36,99,48,127,84,226,354,1036
2001,Miami Heat,82,50,32,3976,7289,2694,6258,478,1384,1423,1874,813,2435,3248,1630,1122,633,304,424,1726,5,188,951,1662,369,937,897,2278,59,156,57,145,116,301,361,1066
2001,Milwaukee Bucks,82,52,30,3956,8260,3112,6798,562,1481,1474,1874,975,2500,3475,1844,1123,672,386,350,1928,9,318,942,1604,431,946,1178,2767,95,255,76,173,171,428,387,1038
2001,Minnesota Timberwolves,82,47,35,3966,7982,3148,6871,322,901,1364,1737,1002,2470,3472,2083,1136,682,456,357,1900,6,111,1045,1704,418,1070,1363,3194,53,109,45,137,98,246,224,648
2001,New Jersey Nets,82,26,56,3946,7552,2781,6550,361,1084,1629,2146,909,2337,3246,1603,1208,649,407,522,1982,4,-414,1240,2161,330,902,851,2404,51,136,31,100,82,236,277,836
2001,New York Knicks,82,48,34,3981,7275,2755,6198,391,1115,1374,1727,773,2524,3297,1520,1189,545,346,338,1863,7,216,1038,1762,341,915,986,2407,52,124,58,141,110,265,280,840
2001,Orlando Magic,82,43,39,3991,7992,3013,6873,490,1346,1476,2068,1069,2450,3519,1803,1245,674,481,440,2071,9,81,1210,2121,281,745,1033,2662,42,107,43,117,85,224,404,1107
2001,Philadelphia 76ers,82,56,26,3971,7763,2902,6487,262,803,1697,2277,1075,2600,3675,1692,1292,690,408,458,1673,2,351,1319,1968,396,1312,925,2405,36,108,40,89,76,197,186,597
2001,Phoenix Suns,82,51,31,3961,7710,2944,6757,332,1054,1490,1973,970,2529,3499,1905,1251,775,429,416,1864,6,181,1102,1850,428,1152,1082,2702,53,158,41,145,94,303,238,737
2001,Portland Trail Blazers,82,50,32,3956,7824,3004,6417,369,1057,1447,1899,959,2481,3440,1963,1257,672,419,324,1745,11,344,1270,2052,348,883,1019,2428,40,112,42,127,82,239,285,807
2001,Sacramento Kings,82,55,27,4016,8343,3132,6969,479,1353,1600,2075,987,2705,3692,1852,1221,793,432,476,1596,2,477,1416,2269,381,1091,857,2257,59,167,73,195,132,362,344,970
2001,San Antonio Spurs,82,58,24,3966,7886,2884,6262,445,1094,1673,2340,902,2712,3614,1778,1145,568,576,426,1551,3,636,1104,1764,396,1049,938,2355,73,149,113,237,186,386,259,696
2001,Seattle SuperSonics,82,44,38,3961,7978,3029,6649,466,1169,1454,1986,999,2422,3421,1792,1252,657,409,510,1733,6,2,1428,2361,462,1248,674,1872,66,151,48,130,114,281,351,878
2001,Toronto Raptors,82,47,35,3991,8007,3048,6972,429,1164,1482,1985,1118,2529,3647,2004,1080,599,519,439,1745,6,185,1139,1918,284,773,1196,3117,45,133,62,137,107,270,322,879
2001,Utah Jazz,82,53,29,3956,7959,2960,6289,325,852,1714,2280,943,2383,3326,2111,1297,661,463,453,2108,6,385,1410,2295,327,836,903,2318,51,105,55,131,106,236,214,597
2001,Vancouver Grizzlies,82,23,59,3956,7522,2870,6539,325,947,1457,1892,894,2431,3325,1899,1291,586,359,476,1733,5,-470,986,1645,372,1005,1188,2943,32,112,50,147,82,259,242,684
2001,Washington Wizards,82,19,63,3936,7645,2833,6453,275,848,1704,2245,1016,2370,3386,1647,1391,630,383,511,1913,9,-547,1097,1878,457,1271,1004,2456,29,89,39,105,68,194,207,651
2000,Atlanta Hawks,82,28,54,3966,7735,3000,6807,258,814,1477,1987,1146,2570,3716,1548,1266,500,461,404,1718,135,-441,1128,1837,398,1048,1217,3112,29,62,21,49,50,111,206,688
2000,Boston Celtics,82,35,47,3946,8146,3054,6880,417,1260,1621,2175,1108,2420,3528,1741,1259,795,286,473,2223,188,-62,1326,2316,422,1160,890,2148,54,146,61,182,115,328,301,924
2000,Charlotte Hornets,82,49,33,3956,8072,2935,6533,339,1001,1863,2458,884,2635,3519,2023,1206,732,480,421,1670,178,219,1219,1985,361,923,1018,2631,40,114,23,75,63,189,274,801
2000,Chicago Bulls,82,17,65,3961,6952,2565,6180,340,1033,1482,2089,1032,2323,3355,1636,1557,646,383,461,1908,213,-771,1076,1957,365,985,785,2206,25,76,29,96,54,172,285,854
2000,Cleveland Cavaliers,82,32,50,3971,7950,2977,6734,343,919,1653,2205,1009,2500,3509,1941,1427,715,363,500,2219,246,-287,1327,2301,332,984,975,2530,51,129,26,65,77,194,266,720
2000,Dallas Mavericks,82,40,42,3946,8316,3195,7047,519,1326,1407,1751,931,2444,3375,1810,1124,592,416,416,1770,309,-47,1111,1818,407,1129,1161,2777,73,158,88,203,161,361,354,954
2000,Denver Nuggets,82,35,47,3971,8115,3057,6911,470,1397,1531,2116,1073,2590,3663,1911,1281,554,618,462,1962,202,-174,1336,2154,351,956,901,2405,56,165,79,220,135,385,333,1001
2000,Detroit Pistons,82,42,40,3966,8483,3044,6635,439,1223,1956,2506,917,2458,3375,1707,1288,665,273,396,2011,285,118,1381,2321,204,565,1020,2526,63,155,62,151,125,306,314,910
2000,Golden State Warriors,82,19,63,3951,7834,2996,7140,345,1069,1497,2147,1300,2438,3738,1851,1302,731,356,495,2043,160,-678,1237,2106,480,1351,937,2618,29,93,56,133,85,226,257,834
2000,Houston Rockets,82,34,48,3966,8156,3001,6664,581,1625,1573,2145,1008,2586,3594,1774,1425,613,438,433,1663,148,-71,1498,2373,286,870,639,1805,68,181,73,187,141,368,437,1238
2000,Indiana Pacers,82,56,26,3946,8306,3047,6640,583,1487,1629,2008,842,2612,3454,1857,1159,559,422,323,1786,190,377,988,1570,469,1138,1008,2447,109,252,87,197,196,449,386,1035
2000,Los Angeles Clippers,82,15,67,3940,7546,2877,6757,429,1267,1363,1826,955,2377,3332,1479,1325,578,494,377,1821,164,-945,1135,1878,468,1241,846,2373,36,114,33,99,69,213,359,1042
2000,Los Angeles Lakers,82,67,15,3961,8267,3137,6836,344,1047,1649,2369,1117,2738,3855,1921,1143,613,534,345,1841,206,701,1375,2129,575,1421,847,2245,35,112,30,102,65,214,275,821
2000,Miami Heat,82,52,30,3966,7739,2974,6462,446,1202,1345,1827,921,2619,3540,1931,1231,582,524,364,1947,172,255,1121,1700,405,1039,1003,2524,69,169,79,167,148,336,297,856
2000,Milwaukee Bucks,82,42,40,3971,8300,3174,6827,394,1069,1558,1982,1016,2373,3389,1852,1230,671,381,340,2020,184,18,1011,1693,407,921,1363,3146,62,158,78,190,140,348,253,699
2000,Minnesota Timberwolves,82,50,32,3981,8079,3226,6910,248,716,1379,1769,1016,2471,3487,2205,1139,622,444,344,1913,187,207,1003,1609,454,1074,1522,3512,31,87,39,108,70,195,177,508
2000,New Jersey Nets,82,31,51,3966,8036,2979,6881,477,1374,1601,2041,1040,2315,3355,1688,1119,720,393,469,1913,197,-85,1241,2172,242,685,1018,2654,49,136,54,151,103,287,375,1075
2000,New York Knicks,82,50,32,3966,7555,2897,6374,351,937,1410,1805,802,2521,3323,1588,1201,515,349,354,1983,227,120,1055,1860,356,958,1135,2627,52,127,56,155,108,282,241,629
2000,Orlando Magic,82,41,41,3951,8206,3169,7014,294,870,1574,2142,1145,2540,3685,1709,1443,743,467,475,1967,230,56,1382,2304,326,918,1168,2923,25,70,28,76,53,146,239,713
2000,Philadelphia 76ers,82,49,33,3966,7771,2993,6776,208,643,1577,2226,1147,2468,3615,1817,1284,791,386,531,1939,202,110,1424,2172,363,1268,998,2692,39,84,24,54,63,138,145,500
2000,Phoenix Suns,82,53,29,3961,8111,3093,6771,458,1246,1467,1934,1022,2558,3580,2098,1368,744,433,427,1973,225,428,1354,2179,372,1004,923,2379,57,147,59,146,116,293,328,910
2000,Portland Trail Blazers,82,59,23,3956,7991,3021,6430,407,1128,1542,2029,966,2560,3526,1925,1243,633,396,350,1865,140,525,1303,2089,335,865,978,2350,64,142,51,153,115,295,290,817
2000,Sacramento Kings,82,44,38,3961,8607,3276,7288,534,1656,1521,2017,1056,2635,3691,1953,1325,787,381,404,1729,213,239,1349,2138,510,1253,884,2245,58,158,50,138,108,296,425,1335
2000,San Antonio Spurs,82,53,29,3971,7886,2952,6393,330,882,1652,2214,927,2666,3593,1819,1233,614,551,429,1716,163,487,1245,2003,363,1019,1012,2490,66,167,57,161,123,328,209,544
2000,Seattle SuperSonics,82,45,37,3956,8125,3108,6946,546,1611,1363,1960,1042,2483,3525,1878,1152,657,345,433,1776,180,78,1360,2068,360,1018,844,2256,71,206,51,144,122,350,422,1249
2000,Toronto Raptors,82,45,37,3951,7968,2980,6882,425,1171,1583,2068,1098,2449,3547,1947,1137,666,544,434,1989,163,-13,1015,1767,271,720,1270,3227,67,177,76,190,143,367,281,790
2000,Utah Jazz,82,55,27,3951,7914,2962,6380,329,854,1661,2150,936,2426,3362,2041,1220,629,446,411,2013,233,366,1194,1989,294,830,1149,2716,30,73,39,98,69,171,255,669
2000,Vancouver Grizzlies,82,22,60,3971,7702,2892,6441,324,898,1594,2060,1005,2324,3329,1700,1381,608,346,519,1881,193,-461,1200,1939,468,1174,901,2431,59,142,53,145,112,287,211,606
2000,Washington Wizards,82,29,53,3961,7921,3010,6681,335,890,1566,2107,1064,2438,3502,1771,1320,593,383,503,2149,219,-269,1194,1998,416,1142,1066,2653,42,97,44,90,86,187,248,700
1999,Atlanta Hawks,50,31,19,2415,4315,1539,3759,197,644,1040,1422,675,1499,2174,781,744,346,260,243,986,8,145,640,1108,193,584,510,1425,15,42,4,19,19,61,177,573
1999,Boston Celtics,50,19,31,2430,4650,1816,4164,273,758,745,1077,680,1458,2138,1073,807,453,255,253,1193,6,-93,789,1412,239,639,515,1359,45,113,27,68,72,181,201,569
1999,Charlotte Hornets,50,26,24,2430,4644,1671,3718,268,735,1034,1384,480,1493,1973,1110,796,443,247,232,1101,6,-5,670,1065,179,480,554,1438,62,116,20,68,82,184,186,547
1999,Chicago Bulls,50,13,37,2414,4095,1539,3836,177,611,840,1185,573,1394,1967,1017,774,436,169,285,1112,6,-473,646,1169,189,573,527,1484,17,50,16,54,33,104,144,504
1999,Cleveland Cavaliers,50,22,28,2410,4322,1562,3561,182,534,1016,1356,472,1316,1788,1093,785,452,203,282,1208,6,-86,710,1289,156,452,513,1285,23,68,36,74,59,142,123,387
