YEAR_END,TEAM,GP,W,L,MIN,PTS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,Restricted_Area_FGM,Restricted_Area_FGA,Paint_FGM,Paint_FGA,Midrange_FGM,Midrange_FGA,Left_corner_FGM,Left_corner_FGA,Right_corner_FGM,Right_corner_FGA,Corner_FGM,Corner_FGA,Above_break_FGM,Above_break_FGA
2009,Washington Wizards,82,26,56,3966,7892,3008,6700,432,1225,1444,1895,966,2458,3424,1557,1219,493,421,415,1752,1684,-392,1358,2282,341,874,900,2303,49,136,31,110,80,246,315,944
2008,Atlanta Hawks,82,37,45,3971,8054,2975,6552,384,1078,1720,2227,1008,2454,3462,1804,1223,600,448,421,1673,1793,-149,1368,2293,398,1005,827,2180,69,171,43,116,112,287,269,771
2008,Boston Celtics,82,66,16,3951,8245,2986,6286,596,1564,1677,2176,830,2615,3445,1833,1246,696,379,389,1864,1818,841,1293,2154,300,705,796,1861,94,222,74,187,168,409,429,1142
2008,Charlotte Bobcats,82,32,50,3976,7959,2960,6554,529,1443,1510,2115,892,2440,3332,1748,1204,614,402,476,1777,1721,-359,1323,2272,330,781,778,2059,88,271,109,253,197,524,332,912
2008,Chicago Bulls,82,33,49,3961,7981,2987,6861,474,1305,1533,2029,1050,2478,3528,1811,1197,635,429,465,1784,1746,-253,1152,2148,313,806,1048,2604,77,184,48,128,125,312,349,980
2008,Cleveland Cavaliers,82,45,37,3971,7903,2937,6697,552,1544,1477,2061,1092,2563,3655,1640,1145,579,427,388,1712,1666,-29,1313,2214,249,717,822,2220,110,280,102,268,212,548,341,988
2008,Dallas Mavericks,82,51,31,3946,8234,3025,6515,494,1403,1690,2075,883,2643,3526,1720,1037,490,402,357,1786,1739,372,1068,1768,387,940,1076,2406,78,214,69,191,147,405,347,977
2008,Denver Nuggets,82,50,32,3971,9074,3307,7038,569,1605,1891,2519,918,2698,3616,2024,1203,752,551,393,1731,1950,304,1609,2600,301,795,829,2040,89,228,78,184,167,412,401,1159
2008,Detroit Pistons,82,59,23,3946,7992,2999,6551,487,1330,1507,1965,974,2423,3397,1831,956,583,472,319,1688,1618,606,1074,1760,250,632,1189,2830,63,195,67,166,130,361,356,954
2008,Golden State Warriors,82,48,34,3956,9105,3403,7406,761,2185,1538,2044,1045,2496,3541,1833,1082,744,377,413,1875,1736,181,1706,2785,286,738,652,1704,119,309,92,237,211,546,548,1611
2008,Houston Rockets,82,55,27,3946,7931,3003,6698,583,1707,1342,1848,1002,2659,3661,1757,1125,598,420,379,1609,1615,384,1268,2151,368,903,785,1940,69,169,68,192,137,361,445,1331
2008,Indiana Pacers,82,36,46,3951,8527,3102,6993,755,2021,1568,2042,904,2633,3537,1864,1236,623,412,416,1921,1782,-115,1172,1939,348,869,828,2168,84,200,80,201,164,401,590,1606
2008,Los Angeles Clippers,82,23,59,3961,7692,2820,6445,350,1079,1702,2178,800,2491,3291,1732,1180,557,398,388,1745,1773,-596,1030,1748,391,948,1049,2670,40,105,23,64,63,169,285,895
2008,Los Angeles Lakers,82,57,25,3956,8904,3248,6818,662,1751,1746,2270,898,2722,3620,2003,1156,654,438,368,1691,1850,595,1449,2313,345,810,793,1944,93,237,117,268,210,505,451,1232
2008,Memphis Grizzlies,82,22,60,3961,8257,3060,6737,620,1779,1517,2097,848,2567,3415,1574,1251,503,386,403,1592,1842,-509,1356,2243,448,1041,636,1674,83,196,61,171,144,367,476,1383
2008,Miami Heat,82,15,67,3966,7491,2808,6336,491,1373,1384,1903,743,2342,3085,1644,1202,589,355,341,1670,1650,-709,1073,1757,295,802,949,2406,77,180,48,136,125,316,366,1044
2008,Milwaukee Bucks,82,26,56,3971,7956,3026,6745,452,1313,1452,1980,1055,2363,3418,1760,1210,544,361,404,1748,1727,-565,1295,2329,406,996,873,2112,73,181,70,170,143,351,309,946
2008,Minnesota Timberwolves,82,22,60,3946,7839,3076,6817,441,1259,1246,1693,964,2428,3392,1630,1188,616,306,467,1885,1434,-556,1263,2179,510,1184,863,2195,50,136,40,113,90,249,350,982
2008,New Jersey Nets,82,34,48,3966,7857,2856,6450,498,1430,1647,2237,913,2520,3433,1925,1229,521,390,362,1855,1836,-415,1276,2283,229,605,854,2131,76,183,85,199,161,382,336,1026
2008,New Orleans Hornets,82,56,26,3961,8270,3164,6796,630,1621,1312,1707,937,2494,3431,1785,974,637,321,331,1531,1573,433,1201,1967,449,1046,885,2164,117,258,97,225,214,483,414,1129
2008,New York Knicks,82,23,59,3976,7948,2967,6757,490,1454,1524,2095,1029,2457,3486,1530,1187,521,213,429,1761,1665,-542,1360,2467,359,925,758,1913,70,184,63,190,133,374,356,1057
2008,Orlando Magic,82,52,30,3956,8567,3058,6446,801,2074,1650,2288,768,2677,3445,1706,1173,520,333,344,1688,1898,448,1359,2154,354,824,545,1396,148,369,148,350,296,719,504,1335
2008,Philadelphia 76ers,82,40,42,3951,7923,3056,6648,302,952,1509,2137,1067,2370,3437,1673,1172,712,400,420,1620,1708,34,1503,2464,344,858,907,2374,40,122,59,137,99,259,202,670
2008,Phoenix Suns,82,55,27,3956,9026,3392,6782,694,1764,1548,1977,720,2683,3403,2188,1184,532,518,311,1633,1731,414,1431,2148,392,857,876,2014,116,301,116,282,232,583,461,1175
2008,Portland Trail Blazers,82,41,41,3981,7820,2935,6546,538,1426,1412,1841,901,2438,3339,1733,1056,455,360,301,1642,1656,-80,873,1468,400,927,1126,2730,116,276,107,276,223,552,312,840
2008,Sacramento Kings,82,38,44,3966,8408,3043,6558,510,1367,1812,2272,829,2456,3285,1567,1317,651,334,452,1839,1892,-185,1321,2227,342,841,870,2123,74,192,72,184,146,376,364,983
2008,San Antonio Spurs,82,56,26,3946,7820,2938,6424,594,1610,1350,1774,771,2612,3383,1718,1035,521,337,361,1537,1625,393,1093,1736,386,955,869,2136,135,357,138,334,273,691,317,895
2008,Seattle SuperSonics,82,20,62,3966,7999,3125,7032,313,939,1436,1866,971,2688,3659,1748,1310,531,400,440,1680,1610,-718,1246,2136,438,1092,1128,2868,53,148,34,83,87,231,226,700
2008,Toronto Raptors,82,41,41,3966,8215,3148,6726,572,1459,1347,1658,790,2496,3286,1953,959,570,336,333,1596,1508,238,1129,1880,277,611,1169,2777,94,233,98,229,192,462,378,977
2008,Utah Jazz,82,54,28,3941,8710,3279,6592,407,1095,1745,2298,942,2410,3352,2165,1200,717,355,420,1970,1891,564,1608,2526,332,771,938,2215,39,104,47,112,86,216,315,846
2008,Washington Wizards,82,43,39,3981,8104,2986,6695,575,1614,1557,1991,1007,2404,3411,1607,1082,632,391,360,1606,1656,-27,1244,2024,358,927,810,2132,45,135,74,176,119,311,455,1295
2007,Atlanta Hawks,82,30,52,3976,7680,2831,6372,341,1038,1677,2203,976,2312,3288,1573,1306,609,446,421,1970,1853,-390,1322,2342,263,679,906,2316,54,159,49,119,103,278,237,749
2007,Boston Celtics,82,24,58,3971,7857,2858,6454,471,1283,1670,2178,918,2391,3309,1630,1350,589,382,449,1971,1757,-280,1237,2193,361,897,790,2082,88,196,63,165,151,361,319,911
2007,Charlotte Bobcats,82,33,49,4001,7945,2960,6643,457,1280,1568,2136,920,2346,3266,1836,1224,638,369,437,1985,1786,-307,1300,2289,304,812,899,2266,77,233,101,230,178,463,278,799
2007,Chicago Bulls,82,49,33,3956,8100,3046,6663,480,1237,1528,2083,984,2597,3581,1832,1310,639,445,433,1908,1900,411,1161,2058,302,770,1103,2600,61,156,58,130,119,286,361,938
2007,Cleveland Cavaliers,82,50,32,3976,7934,2978,6658,494,1404,1484,2133,1039,2529,3568,1708,1177,625,353,349,1781,1804,314,1368,2246,284,786,833,2223,91,254,89,242,180,496,311,895
2007,Dallas Mavericks,82,67,15,3951,8201,3010,6442,535,1404,1646,2045,920,2515,3435,1632,1140,560,408,312,1837,1811,592,1073,1795,375,872,1029,2375,101,260,76,215,177,475,356,911
2007,Denver Nuggets,82,45,37,3956,8639,3164,6805,484,1440,1827,2449,1001,2558,3559,1920,1352,678,435,424,1756,1946,133,1625,2599,288,719,767,2050,61,197,63,183,124,380,360,1041
2007,Detroit Pistons,82,53,29,3976,7872,2942,6484,449,1305,1539,1988,948,2374,3322,1768,1001,583,472,290,1672,1668,341,1154,1941,293,704,1046,2535,79,234,76,202,155,436,293,855
2007,Golden State Warriors,82,42,40,3951,8737,3261,7048,700,1966,1515,2113,941,2455,3396,1950,1309,750,466,399,1933,1832,-28,1657,2668,263,719,642,1695,154,376,110,305,264,681,435,1269
2007,Houston Rockets,82,52,30,3971,7953,2906,6528,705,1893,1436,1906,880,2673,3553,1704,1162,583,337,353,1710,1631,398,1058,1835,389,926,755,1877,114,295,95,233,209,528,494,1355
2007,Indiana Pacers,82,35,47,3956,7840,2872,6561,481,1389,1615,2125,990,2441,3431,1680,1335,599,447,410,1912,1942,-200,1124,1969,382,909,885,2294,84,231,60,166,144,397,335,981
2007,Los Angeles Clippers,82,40,42,3946,7843,2880,6318,314,903,1769,2245,888,2484,3372,1762,1239,596,472,321,1858,1829,-38,1014,1657,499,1135,1051,2621,34,84,35,90,69,174,247,715
2007,Los Angeles Lakers,82,42,40,4006,8474,3103,6664,608,1724,1660,2221,886,2495,3381,1850,1273,600,421,409,1889,1916,-6,1362,2242,363,848,771,1853,82,209,77,198,159,407,448,1300
2007,Memphis Grizzlies,82,22,60,3996,8331,2998,6448,500,1362,1835,2410,866,2375,3241,1680,1343,564,407,450,1827,1992,-422,1351,2304,390,901,759,1883,55,123,45,104,100,227,398,1116
2007,Miami Heat,82,44,38,3971,7759,2919,6288,528,1539,1393,2019,817,2526,3343,1681,1201,566,442,314,1749,1790,-75,1266,2000,399,919,728,1836,79,221,76,202,155,423,371,1098
2007,Milwaukee Bucks,82,28,54,3971,8172,3121,6714,524,1472,1406,1919,941,2272,3213,1771,1240,587,224,433,1821,1718,-359,1504,2541,352,813,741,1891,72,209,77,188,149,397,375,1067
2007,Minnesota Timberwolves,82,32,50,4001,7877,2997,6502,384,1089,1499,1892,819,2473,3292,1848,1278,532,325,360,1758,1679,-301,1073,1790,361,847,1179,2778,57,147,55,148,112,295,271,768
2007,New Jersey Nets,82,41,41,3976,8001,2913,6379,609,1676,1566,2153,822,2525,3347,1962,1212,499,273,369,1869,1886,-63,1259,2169,243,571,803,1966,93,244,94,234,187,478,421,1184
2007,New Orleans/Oklahoma City Hornets,82,39,43,3976,7833,2971,6674,455,1256,1436,1941,1025,2512,3537,1537,1187,522,347,392,1620,1733,-129,1296,2194,418,1067,802,2159,60,145,50,140,110,285,345,961
2007,New York Knicks,82,33,49,4001,7994,2903,6356,474,1370,1714,2396,1032,2516,3548,1532,1405,543,260,406,1932,1875,-234,1533,2580,320,802,579,1607,70,199,64,171,134,370,337,980
2007,Orlando Magic,82,40,42,3956,7771,2875,6090,342,962,1679,2393,920,2418,3338,1525,1392,565,416,376,1904,1921,64,1427,2274,342,845,766,2012,49,132,58,153,107,285,233,668
2007,Philadelphia 76ers,82,35,47,3976,7785,2932,6408,284,823,1637,2135,899,2353,3252,1669,1258,590,390,320,1671,1801,-248,1295,2132,340,888,1014,2566,39,92,36,95,75,187,208,619
2007,Phoenix Suns,82,61,21,3981,9037,3388,6855,785,1965,1476,1827,737,2583,3320,2122,1189,553,394,304,1659,1759,599,1447,2176,347,746,809,1969,166,354,117,278,283,632,502,1317
2007,Portland Trail Blazers,82,32,50,3991,7717,2874,6392,426,1232,1543,2006,923,2299,3222,1513,1236,555,380,380,1931,1750,-352,1183,2024,380,906,888,2234,104,273,79,193,183,466,240,739
2007,Sacramento Kings,82,33,49,3961,8303,2941,6532,530,1513,1891,2473,797,2396,3193,1665,1194,671,265,405,1792,1990,-148,1190,2007,387,923,834,2089,68,177,44,140,112,317,418,1192
2007,San Antonio Spurs,82,58,24,3956,8079,2999,6328,595,1561,1486,1980,761,2577,3338,1814,1137,587,417,337,1588,1739,691,1251,1956,383,887,773,1930,149,364,98,250,247,614,345,932
2007,Seattle SuperSonics,82,31,51,3966,8130,3047,6628,525,1451,1511,1911,928,2322,3250,1695,1268,631,301,341,1801,1635,-237,1252,2056,496,1145,775,1978,78,208,47,143,125,351,399,1084
2007,Toronto Raptors,82,47,35,3951,8157,3032,6547,531,1464,1562,1983,755,2480,3235,1822,1104,581,321,317,1672,1786,81,1143,1872,304,692,1053,2520,116,271,95,231,211,502,320,948
2007,Utah Jazz,82,51,31,3961,8322,3069,6471,354,1056,1830,2462,1030,2456,3486,2024,1277,577,339,438,2067,2010,235,1472,2412,297,764,947,2241,28,88,22,86,50,174,303,868
2007,Washington Wizards,82,41,41,3966,8556,3070,6820,561,1614,1855,2425,998,2379,3377,1660,1133,635,375,380,1823,1927,-42,1310,2171,285,721,912,2313,57,165,67,178,124,343,438,1264
2006,Atlanta Hawks,82,26,56,3976,7972,2946,6496,424,1154,1656,2207,1069,2232,3301,1625,1284,587,394,422,2054,1855,-390,1346,2327,320,841,855,2173,74,186,58,151,132,337,293,807
2006,Boston Celtics,82,33,49,3976,8033,2951,6322,467,1290,1664,2204,813,2432,3245,1716,1359,578,422,404,2033,1837,-126,1350,2304,273,677,864,2054,49,152,89,206,138,358,324,915
2006,Charlotte Bobcats,82,26,56,3981,7943,2961,6843,428,1261,1593,2186,990,2270,3260,1717,1167,822,354,441,1960,1929,-328,1295,2306,317,797,922,2481,87,204,80,205,167,409,259,832
2006,Chicago Bulls,82,41,41,3981,8020,3004,6737,560,1477,1452,1967,906,2602,3508,1804,1224,508,345,420,2038,1882,52,1109,2031,336,769,1001,2463,89,231,85,208,174,439,384,1023
2006,Cleveland Cavaliers,82,50,32,3966,8002,2908,6412,497,1465,1689,2318,959,2511,3470,1560,1137,567,392,357,1733,1842,183,1424,2353,261,700,726,1894,107,257,92,296,199,553,298,897
2006,Dallas Mavericks,82,60,22,3976,8130,2948,6375,416,1113,1818,2322,1030,2431,3461,1473,1112,593,488,400,1834,1938,498,1069,1886,477,1101,986,2275,58,141,53,125,111,266,305,828
2006,Denver Nuggets,82,44,38,3986,8227,3078,6672,350,1076,1721,2312,903,2486,3389,1921,1216,698,463,436,1863,1911,19,1529,2506,230,619,970,2472,41,140,70,199,111,339,237,716
2006,Detroit Pistons,82,64,18,3966,7941,2983,6558,557,1451,1418,1950,975,2347,3322,1971,931,580,490,285,1513,1710,547,1087,1793,235,589,1104,2723,101,261,82,194,183,455,374,994
2006,Golden State Warriors,82,34,48,3966,8076,2939,6785,625,1832,1573,2190,980,2485,3465,1694,1156,604,356,409,1941,1918,-111,1318,2195,274,775,723,1987,104,268,86,244,190,512,434,1303
2006,Houston Rockets,82,34,48,3966,7387,2708,6252,469,1414,1502,1980,849,2565,3414,1580,1193,588,320,373,1863,1716,-130,1042,1815,347,850,852,2178,69,182,80,199,149,381,318,1019
2006,Indiana Pacers,82,41,41,3946,7699,2786,6274,536,1536,1591,2158,898,2559,3457,1631,1254,598,409,399,1821,1800,155,1155,1963,294,753,801,2021,78,207,64,175,142,382,394,1143
2006,Los Angeles Clippers,82,47,35,3961,7970,2993,6443,290,843,1694,2142,828,2704,3532,1708,1185,534,503,355,1872,1777,129,979,1667,652,1345,1072,2589,39,105,35,90,74,195,216,633
2006,Los Angeles Lakers,82,45,37,3971,8154,2992,6607,552,1583,1618,2172,970,2488,3458,1734,1143,628,350,354,1894,1925,205,1236,2076,377,853,826,2094,54,153,65,158,119,311,434,1260
2006,Memphis Grizzlies,82,49,33,3971,7558,2746,6125,590,1578,1476,2077,834,2379,3213,1586,1134,600,442,456,1757,1867,303,1250,2089,288,810,619,1651,79,209,110,280,189,489,400,1078
2006,Miami Heat,82,52,30,3951,8191,3039,6355,497,1441,1616,2310,858,2675,3533,1692,1186,522,442,298,1871,1938,317,1497,2264,406,1004,640,1649,97,241,71,181,168,422,327,1000
2006,Milwaukee Bucks,82,40,42,3971,8020,2976,6566,507,1335,1561,2115,929,2448,3377,1769,1197,597,270,414,1902,1937,-85,1336,2362,321,826,812,2044,90,237,76,172,166,409,341,923
2006,Minnesota Timberwolves,82,33,49,3971,7522,2888,6340,310,942,1436,1895,811,2422,3233,1716,1189,559,471,374,1889,1736,-154,1114,1868,317,730,1148,2803,46,105,33,87,79,192,230,728
2006,New Jersey Nets,82,49,33,3956,7691,2778,6317,477,1447,1658,2187,822,2539,3361,1884,1119,558,278,329,1903,1889,112,1096,1947,272,707,934,2222,64,192,88,222,152,414,323,1011
2006,New Orleans/Oklahoma City Hornets,82,38,44,3961,7611,2831,6428,300,885,1649,2176,918,2379,3297,1519,1095,611,311,432,1786,1910,-231,1219,2164,330,885,982,2494,40,120,43,98,83,218,217,659
2006,New York Knicks,82,23,59,3986,7842,2822,6205,320,884,1878,2587,1033,2360,3393,1468,1449,555,271,436,2157,2051,-525,1392,2469,382,942,728,1910,52,136,83,208,135,344,185,525
2006,Orlando Magic,82,36,46,3981,7784,2911,6167,299,796,1663,2277,892,2402,3294,1495,1240,532,362,386,1908,1899,-88,1356,2296,300,762,957,2314,34,79,39,82,73,161,225,622
2006,Philadelphia 76ers,82,38,44,3981,8147,3001,6546,375,1031,1770,2330,873,2425,3298,1653,1159,651,404,386,1712,1898,-160,1312,2232,418,1019,897,2267,50,131,66,156,116,287,258,735
2006,Phoenix Suns,82,54,28,3991,8886,3430,7167,837,2097,1189,1475,778,2650,3428,2179,1088,549,412,282,1683,1623,455,1233,1877,301,706,1060,2488,139,335,120,296,259,631,577,1455
2006,Portland Trail Blazers,82,21,61,3946,7285,2791,6267,364,1042,1339,1944,886,2203,3089,1490,1205,529,435,403,1828,1704,-775,1208,2057,303,806,917,2362,67,182,46,129,113,311,249,715
2006,Sacramento Kings,82,44,38,3966,8106,2954,6500,494,1408,1704,2173,852,2473,3325,1825,1199,608,299,403,1672,1870,126,1176,1888,320,752,963,2448,63,189,67,174,130,363,365,1040
2006,San Antonio Spurs,82,63,19,3961,7837,2993,6342,524,1362,1327,1891,851,2548,3399,1717,1126,543,467,343,1714,1689,559,1305,2035,422,1053,744,1897,159,351,85,220,244,571,278,778
2006,Seattle SuperSonics,82,35,47,3966,8411,3077,6711,605,1631,1652,2104,1013,2233,3246,1696,1208,622,306,399,1933,1820,-248,1193,2010,439,1013,840,2059,84,210,63,147,147,357,458,1252
2006,Toronto Raptors,82,27,55,3991,8287,3013,6639,608,1620,1653,2089,864,2291,3155,1593,1071,529,272,359,1965,1834,-245,1109,1913,349,811,949,2299,115,296,108,286,223,582,382,1021
2006,Utah Jazz,82,41,41,3976,7573,2744,6207,311,925,1774,2466,1071,2380,3451,1772,1290,524,492,463,2032,2104,-216,1290,2222,250,676,892,2389,20,51,29,76,49,127,262,784
2006,Washington Wizards,82,42,40,3966,8336,2975,6656,497,1394,1889,2496,1035,2344,3379,1523,1143,658,339,341,1855,2053,152,1279,2102,356,936,843,2226,35,117,57,145,92,262,405,1120
2005,Atlanta Hawks,82,13,69,3971,7605,2942,6672,304,973,1417,1994,1100,2335,3435,1614,1319,629,344,484,2009,1,-796,1464,2563,323,909,851,2227,37,131,41,134,78,265,226,693
2005,Boston Celtics,82,45,37,3976,8304,3046,6511,437,1252,1775,2323,909,2438,3347,1810,1297,667,423,402,2000,3,71,1500,2508,285,725,824,2028,61,156,82,223,143,379,294,859
2005,Charlotte Bobcats,82,18,64,3976,7729,2961,6859,320,881,1487,2096,1083,2335,3418,1794,1192,695,440,446,1894,4,-491,1151,2025,362,970,1129,2986,51,140,77,173,128,313,191,559
2005,Chicago Bulls,82,47,35,3966,7745,2849,6592,511,1433,1536,2048,1001,2591,3592,1743,1371,576,369,434,2028,5,87,1126,2012,386,1008,827,2143,64,167,72,174,136,341,374,1083
2005,Cleveland Cavaliers,82,42,40,3971,7914,2990,6687,300,904,1634,2174,1117,2352,3469,1851,1141,654,461,419,1850,4,65,1320,2214,405,1023,964,2544,47,128,50,143,97,271,204,631
2005,Dallas Mavericks,82,58,24,3946,8405,3058,6691,463,1273,1826,2314,990,2530,3520,1610,1102,708,461,399,1827,3,471,1168,1988,416,955,1014,2474,62,158,58,159,120,317,340,937
2005,Denver Nuggets,82,49,33,3951,8161,3038,6615,320,940,1765,2313,967,2473,3440,1958,1224,750,489,458,1878,6,166,1532,2473,253,696,933,2507,58,140,58,149,116,289,204,627
2005,Detroit Pistons,82,54,28,3991,7653,2851,6421,363,1053,1588,2150,1054,2507,3561,1787,1133,576,497,367,1638,3,317,1205,2124,287,720,997,2526,71,178,37,120,108,298,254,745
2005,Golden State Warriors,82,34,48,3981,8094,3029,7039,624,1774,1412,1955,1069,2436,3505,1811,1112,642,420,417,1833,2,-177,1246,2079,291,870,867,2315,102,253,57,195,159,448,466,1317
2005,Houston Rockets,82,51,31,3971,7796,2846,6419,553,1521,1551,1986,874,2601,3475,1733,1135,563,378,335,1807,0,331,984,1682,354,823,958,2397,82,222,88,215,170,437,380,1069
2005,Indiana Pacers,82,44,38,3981,7626,2668,6169,542,1575,1748,2206,868,2418,3286,1489,1173,615,357,398,1890,6,62,1024,1814,292,694,810,2088,87,231,89,207,176,438,366,1125
2005,Los Angeles Clippers,82,37,45,4006,7849,2924,6368,231,669,1770,2274,980,2455,3435,1901,1290,599,422,393,1819,2,-63,1164,1986,471,1083,1058,2630,45,118,39,88,84,206,147,450
2005,Los Angeles Lakers,82,34,48,3956,8095,2895,6629,644,1813,1661,2137,1028,2511,3539,1672,1176,508,344,420,1794,1,-243,1260,2255,326,781,667,1783,85,259,80,214,165,473,477,1308
2005,Memphis Grizzlies,82,45,37,3941,7661,2802,6271,531,1486,1526,2024,887,2307,3194,1716,1197,699,476,476,1910,3,188,1330,2318,318,805,624,1664,79,208,95,261,174,469,356,1000
2005,Miami Heat,82,59,23,3996,8327,3097,6368,475,1260,1658,2466,887,2639,3526,1791,1127,528,474,264,1814,0,535,1428,2226,355,840,839,2045,54,147,71,182,125,329,349,921
2005,Milwaukee Bucks,82,30,52,3956,7973,2964,6580,325,925,1720,2229,985,2405,3390,1720,1132,529,289,370,1797,5,-245,1265,2295,328,801,1046,2560,47,136,48,120,95,256,230,660
2005,Minnesota Timberwolves,82,44,38,3951,7934,3045,6629,395,1145,1449,1820,947,2580,3527,1918,1079,460,447,323,1774,3,119,947,1544,410,955,1292,2985,54,150,46,104,100,254,296,878
2005,New Jersey Nets,82,42,40,3981,7496,2753,6419,435,1203,1555,2039,855,2387,3242,1772,1164,650,308,402,1985,1,-123,974,1826,303,758,1041,2633,60,162,73,181,133,343,302,847
2005,New Orleans Hornets,82,18,64,3986,7252,2718,6556,415,1316,1401,1830,1019,2281,3300,1724,1217,550,310,452,1883,4,-580,1089,2039,246,649,970,2555,49,151,51,155,100,306,313,998
2005,New York Knicks,82,33,49,3976,7977,2978,6599,441,1240,1580,2060,965,2393,3358,1665,1204,629,260,389,1942,5,-200,1192,2055,341,853,1005,2455,53,147,78,184,131,331,309,889
2005,Orlando Magic,82,36,46,3941,8160,3034,6679,320,916,1772,2335,1038,2544,3582,1583,1322,633,441,354,1937,2,-184,1324,2251,305,774,1086,2741,34,93,39,101,73,194,246,712
2005,Philadelphia 76ers,82,43,39,3971,8128,2946,6736,505,1453,1731,2194,909,2536,3445,1710,1274,756,321,383,1878,4,-61,1299,2241,337,862,805,2182,91,216,65,163,156,379,349,1066
2005,Phoenix Suns,82,62,20,3956,9054,3351,7018,796,2026,1556,2080,967,2652,3619,1927,1125,572,453,342,1563,1,584,1368,2159,404,921,783,1915,131,330,135,315,266,645,529,1356
2005,Portland Trail Blazers,82,27,55,3946,7621,2896,6422,420,1161,1409,1944,970,2404,3374,1722,1308,583,544,414,1703,5,-328,1382,2309,353,920,745,2036,37,100,62,154,99,254,317,893
2005,Sacramento Kings,82,50,32,3971,8505,3203,6978,522,1396,1577,2004,1023,2455,3478,2005,1073,674,316,365,1685,3,177,1150,1892,355,814,1176,2878,82,204,72,166,154,370,368,1015
2005,San Antonio Spurs,82,59,23,3961,7888,2923,6450,507,1395,1535,2120,987,2489,3476,1770,1126,613,543,421,1717,4,640,1303,2125,428,1085,689,1854,129,334,108,282,237,616,266,762
2005,Seattle SuperSonics,82,52,30,3951,8113,2882,6498,666,1824,1683,2131,1041,2311,3352,1487,1113,553,338,390,1944,12,188,1144,1974,369,883,704,1819,104,243,76,202,180,445,485,1357
2005,Toronto Raptors,82,33,49,3961,8178,2952,6656,648,1681,1626,2101,844,2444,3288,1670,1087,621,317,360,1876,2,-133,1088,1958,309,754,909,2265,150,369,125,295,275,664,371,1002
2005,Utah Jazz,82,26,56,3956,7625,2828,6301,250,762,1719,2272,1047,2243,3290,1826,1292,541,374,474,2189,1,-350,1266,2179,260,687,1059,2690,33,90,42,108,75,198,168,533
2005,Washington Wizards,82,45,37,3956,8241,2966,6794,514,1498,1795,2476,1133,2374,3507,1563,1172,716,347,412,1807,1,-27,1281,2049,375,1140,797,2109,51,180,52,140,103,320,409,1168
2004,Atlanta Hawks,82,28,54,3981,7611,2829,6529,419,1249,1534,1976,996,2507,3503,1648,1350,627,408,416,1826,3,-381,1179,2072,346,934,885,2274,81,210,56,165,137,375,282,872
2004,Boston Celtics,82,36,46,3941,7811,2843,6415,553,1599,1572,2095,851,2440,3291,1683,1332,770,331,408,1837,2,-119,1161,1992,280,746,849,2079,89,214,81,218,170,432,383,1157
2004,Chicago Bulls,82,23,59,3966,7355,2798,6753,429,1256,1330,1834,1048,2519,3567,1793,1321,659,396,446,1911,3,-521,1050,1983,366,927,952,2587,56,178,42,104,98,282,331,964
2004,Cleveland Cavaliers,82,35,47,3971,7619,2922,6753,247,786,1528,2030,1118,2619,3737,1808,1216,585,537,434,1743,2,-215,1309,2321,408,1092,958,2553,35,107,44,127,79,234,168,540
2004,Dallas Mavericks,82,52,30,3961,8626,3322,7230,507,1456,1475,1854,1174,2538,3712,1963,1000,656,437,382,1609,3,364,1335,2169,526,1265,954,2340,47,138,48,123,95,261,412,1177
2004,Denver Nuggets,82,43,39,3946,7972,2993,6763,331,985,1655,2159,1083,2387,3470,1794,1278,745,520,479,1804,6,88,1422,2406,302,818,938,2552,26,96,48,104,74,200,257,777
2004,Detroit Pistons,82,54,28,3956,7388,2747,6314,333,968,1561,2074,1014,2492,3506,1702,1241,659,570,410,1664,4,479,1236,2212,350,921,828,2213,62,148,42,118,104,266,229,695
2004,Golden State Warriors,82,37,45,3971,7649,2875,6511,429,1283,1470,2028,1002,2533,3535,1681,1211,576,389,418,1691,2,-60,1229,1990,432,1166,786,2074,53,145,66,186,119,331,308,933
2004,Houston Rockets,82,45,37,3986,7362,2738,6195,515,1406,1371,1774,847,2647,3494,1579,1373,560,443,359,1762,3,142,1010,1715,340,920,874,2157,92,247,83,213,175,460,339,927
2004,Indiana Pacers,82,61,21,3961,7493,2753,6322,449,1281,1538,2014,965,2452,3417,1774,1182,726,411,512,1709,5,472,1134,1993,314,842,856,2205,95,245,67,187,162,432,287,842
2004,Los Angeles Clippers,82,28,54,3961,7771,2817,6579,329,1024,1808,2302,1149,2416,3565,1653,1344,594,376,437,1816,3,-376,1317,2313,424,1068,747,2175,22,72,22,74,44,146,285,866
2004,Los Angeles Lakers,82,56,26,3971,8052,3028,6676,365,1115,1631,2352,1001,2535,3536,1948,1132,682,379,308,1732,5,320,1410,2246,394,1019,859,2295,53,167,36,112,89,279,275,820
2004,Memphis Grizzlies,82,50,32,3976,7930,2963,6657,447,1314,1557,2143,1047,2381,3428,1915,1226,795,565,461,1903,4,200,1395,2349,437,1118,686,1880,76,221,50,150,126,371,317,919
2004,Miami Heat,82,42,40,3951,7402,2729,6417,485,1357,1459,1915,940,2459,3399,1565,1137,590,313,439,1812,4,43,1111,1999,334,869,801,2197,78,179,58,144,136,323,347,1010
